"Gene","Endo.t","Endo.kME.brown"
"AC024901.1",-72.09011022235,0.113649007361846
"AC024909.1",-16.3974002217662,0.0125178658445301
"AC024909.3",-5.76759822714489,0.0367328247982439
"AC024940.1",-4.31336891355629,0.025849098125273
"AC024940.2",5.42989109258469,0.0794675763370941
"AC024941.2",-0.502082283857511,0.0871660741248874
"AC025030.2",-22.4628410324887,-0.0300448700204379
"AC025031.1",-17.9003831892981,0.144845632536943
"AC025034.1",-8.47975849576273,-0.152762659711906
"AC025043.1",-66.9790322641743,-0.0297578913961727
"AC025048.2",-11.8827283630208,0.202546743069002
"AC025048.4",-3.63949070616109,-0.14634611266606
"AC025164.2",7.93891209515611,0.11687516230793
"AC025165.1",-24.7639200945672,-0.030820604436608
"AC025165.2",-21.209899075254,-0.00372560437340492
"AC025165.4",0.782587378526839,0.121392240122066
"AC025171.1",0.290215816034047,-0.0769263834528327
"AC025171.3",-6.23748844356134,-0.117977123426231
"AC025171.4",0.0623595560981814,-0.0566811788784032
"AC025178.1",-10.8908961642586,0.0726671249545633
"AC025180.1",2.61034908693621,-0.0990372720953782
"AC025181.2",-1.06494021658008,-0.0251357241176895
"AC025188.1",-23.3925872371563,-0.11077115710917
"AC025211.1",-22.1559961711864,-0.00422541873579591
"AC025219.1",-26.3224918088944,-0.0881213920176418
"AC025244.1",-22.2874972086581,0.0508388543798041
"AC025253.1",-12.0517587248236,0.0824575852892842
"AC025259.1",1.04156584255991,-0.0319410826986043
"AC025262.1",-11.1276826405907,-0.138894457593204
"AC025263.1",-6.97933399670248,-0.0145434080862826
"AC025265.1",-9.06295699747166,0.0147889943318642
"AC025265.2",-16.8406236035844,-0.142477198594923
"AC025279.1",-16.2894652722914,0.134830220363845
"AC025283.2",-18.0337664066876,-0.0606020934919332
"AC025287.1",-11.583147744189,0.0421106183006744
"AC025287.2",-39.0885550623493,-0.00732101118293736
"AC025287.4",-22.0337670804808,-0.0327781045502048
"AC025366.1",-17.6026080648959,-0.164220300055299
"AC025419.1",-4.90417921475432,-0.0432657247716274
"AC025434.1",-29.1776508947221,-0.0374434650181877
"AC025437.4",-1.60881205142308,-0.066312348844623
"AC025449.1",-0.0331637270135427,0.0195924732810544
"AC025465.1",-25.0872784822361,-0.0657566671148548
"AC025470.2",-12.3534011000346,0.00539311235787511
"AC025518.1",-3.30087139600954,0.118457991876004
"AC025524.2",3.61509627470857,0.121612947404353
"AC025569.1",7.19009613421062,0.0552824467156139
"AC025576.2",-4.80317583352321,0.149434331707435
"AC025580.2",-33.7434924064467,-0.167955290033134
"AC025580.3",-17.5014072997494,0.150593095677678
"AC025594.2",-6.19599399767674,-0.012028367891155
"AC025627.1",-18.9604962100203,-0.00861295480689225
"AC025682.1",-22.6547403186384,-0.0615316596882943
"AC025809.1",-51.2847244721478,0.17648548489365
"AC025822.1",-22.9711138780356,0.0246923881125705
"AC025871.1",-61.1500418495723,-0.056414777028976
"AC025917.1",-16.8817549944165,-0.0100008592222146
"AC025946.1",-4.14655634567018,0.106907818260254
"AC026116.1",-24.7581549329489,0.0393221917945277
"AC026167.1",-33.3067641835668,-0.0549173540025955
"AC026202.2",-19.7861230166394,0.107213411492292
"AC026254.2",18.5968785625126,0.0524546705382815
"AC026254.4",-5.26232031750211,-0.00340689359887351
"AC026271.1",-5.22780020231708,0.0652664307006725
"AC026304.1",-5.49646848622343,-0.0853864537288201
"AC026316.1",7.29821039689171,0.11854623494329
"AC026333.3",-3.05723732602929,-0.0640580362955225
"AC026333.4",-0.0673666274046406,-0.0227289669610843
"AC026347.1",-7.74971168564129,-0.0243998668104708
"AC026366.1",7.33672110209079,0.157922374981267
"AC026367.2",1.42108722948808,-0.165408610044189
"AC026367.3",-23.8313133418392,-0.135721935821893
"AC026369.1",-29.0562166708284,-0.0754278808970315
"AC026369.3",-42.2107413118706,-0.107223512764777
"AC026391.1",-28.0662182372292,-0.109574959737591
"AC026398.1",-27.686021926189,0.126596917609139
"AC026403.1",30.0638341482474,0.290046484603894
"AC026412.1",-7.13280762014482,-0.196673342312585
"AC026412.3",-17.954197988323,-0.0880862625040462
"AC026458.2",-24.3119013151038,-0.0234688419236163
"AC026464.3",-18.247059177918,-0.0297675586199789
"AC026470.3",-5.46375294694416,-0.00690079730408228
"AC026471.1",-6.52222056909396,0.0278769131725926
"AC026471.2",-10.3764866256799,-0.0160874013441509
"AC026471.4",-11.011056220454,0.0643021294618142
"AC026495.1",-7.20765486570123,0.0671403000602638
"AC026523.1",-2.68548584937068,0.0505729809544667
"AC026523.2",-3.43835547982618,-0.0774535028581411
"AC026691.1",-1.28731795160096,0.0703704480881208
"AC026704.1",-17.4302404306333,0.155639281282275
"AC026726.1",5.59120450611314,0.0237971312249355
"AC026746.1",-21.0339131528869,0.00988343831253595
"AC026765.2",2.52994268304951,-0.0142391751114901
"AC026780.2",0.665627979793357,-0.0646961984216727
"AC026785.2",-36.257751499661,0.0643786404851241
"AC026786.1",-21.0804519560809,-0.175683885506249
"AC026786.2",-3.80441162943179,-0.208234679656553
"AC026790.1",-87.2277823268242,-0.313552158535316
"AC026790.2",-16.050946031236,-0.103169093995225
"AC026801.3",-2.93271596266178,-0.0893978065002312
"AC026888.1",-2.44659860746612,-0.0231967885324582
"AC026894.1",-5.99186428281974,0.112120605278468
"AC026954.1",-27.649545175036,-0.0759635783901449
"AC026979.1",16.7831704738005,-0.0410988263131931
"AC026979.3",-1.78352409091436,0.154068854011316
"AC026979.4",-24.2709265605208,-0.0863391148410183
"AC026992.1",13.7006269984645,0.0707113123596289
"AC027018.1",-37.201618670274,0.0223897192433466
"AC027020.2",-15.7046236745931,0.0309065224538721
"AC027031.2",-42.3009251005872,-0.211023636655691
"AC027045.1",-25.2750169923205,-0.0854357728034812
"AC027045.2",-44.748991570161,-0.0721230505445583
"AC027097.2",-11.765778481168,0.0339296298705838
"AC027117.2",4.09644539421398,-0.12840063989579
"AC027130.1",-31.5278760838946,0.016287577781072
"AC027228.1",-25.7806997453874,-0.162569473205089
"AC027237.2",1.00437509234163,-0.158583491090401
"AC027237.3",-5.46961372889011,0.0490853209864603
"AC027271.1",1.50249373159223,0.0635663417812707
"AC027277.1",13.2081266732094,0.111614594132413
"AC027288.3",-96.2394027242088,0.00202392283601622
"AC027307.1",-0.631749709169082,0.143175627263222
"AC027307.3",-3.72081075712008,0.0993509340040137
"AC027309.2",8.91072152768466,0.153982479597036
"AC027312.1",-15.6804130255098,-0.0508583052500319
"AC027559.1",8.39795491609462,0.0967920355095088
"AC027575.2",-14.0394570985309,0.00456713538561981
"AC027601.4",-6.81671609554256,-0.133505835828821
"AC027612.1",-10.9650036845304,-0.0257897155369015
"AC027613.1",-0.669000600657172,-0.00771850831849124
"AC027627.1",-3.96101601072055,-0.00524500920046616
"AC027644.1",-1.44114782819514,-0.00468635229020519
"AC027644.3",12.2410365142422,0.045340237708354
"AC027682.2",0.521326733936614,0.0571196267421037
"AC027682.4",-17.8997128588686,0.0470625552873576
"AC027682.6",-7.67934211545405,-0.0138928159625341
"AC027698.1",-19.1101260043505,-0.0429597397898623
"AC027701.1",-13.4157939963495,-0.0343522175169827
"AC027779.1",-16.7558718290781,0.0127955118635155
"AC027796.4",-24.6078671709028,0.136546284306557
"AC027801.2",-26.2524809666189,-0.0278413133789302
"AC027801.4",-29.6993017815244,0.0141822535985488
"AC027807.1",-26.8884759084745,-0.104489553872132
"AC027808.1",-3.92160201508723,-0.0542436839575517
"AC032011.1",-26.4885776129358,-0.033772450809451
"AC034102.3",-32.6100518155892,0.0431547761087761
"AC034102.4",-22.1624793235015,0.112734484889082
"AC034102.5",-4.02673710329127,0.0224689904525096
"AC034102.6",-11.5110942789104,-0.123224957203958
"AC034111.1",-16.3460461376237,-0.0131642059416726
"AC034195.1",-5.08783976938942,0.115877585990074
"AC034205.2",-12.116803497502,-0.00351528133446897
"AC034206.1",-13.2931449449738,-0.120518242350841
"AC034228.1",-33.3674667509553,-0.146853569867066
"AC034228.3",-20.0342747941657,-0.0702167154931378
"AC034229.1",-23.1020750056184,0.0499220349454937
"AC034231.1",-0.228299030986664,0.00982831218767871
"AC034234.1",-24.4980956991527,0.142144820363588
"AC034236.1",36.436512083271,0.315045598476278
"AC034236.2",-9.53039100296179,0.0844182665267188
"AC034243.1",-2.3442205685047,-0.0429403049592177
"AC034268.1",-2.19767621057099,-0.104022735844964
"AC035140.1",-0.389010095245743,-0.113830436259573
"AC036103.1",-33.093287858228,-0.0650306511447342
"AC036108.1",-37.1621412807887,0.0418196244232682
"AC036108.3",-11.0667820782128,-0.146417930440055
"AC036111.1",-8.867088875717,-0.00848229184699905
"AC036164.1",3.86360950409487,0.00818596841254544
"AC036176.1",-9.21770924250163,0.0215135454165143
"AC036214.1",-9.31689892965714,-0.190866642229766
"AC037441.1",-10.1179489171794,0.0189676090137457
"AC037450.1",-10.8831350410853,-0.0460563795549882
"AC037459.2",-3.67225891695659,-0.136043406286945
"AC037486.1",-11.4221617654299,0.21311211767691
"AC037487.4",-7.96520816836347,-0.0533462252537611
"AC040160.2",-6.33268676460912,0.0482529155499465
"AC040169.1",-7.90828320175102,0.0459800232869865
"AC040173.1",-38.9271135118843,0.11549651956879
"AC040174.1",-16.9978246473648,0.20227085049691
"AC040934.1",-5.00693272411122,0.148497533752836
"AC040970.1",-0.813145380537581,0.098978734266006
"AC040977.2",-1.94049872615217,0.15632774574376
"AC044781.1",-51.4798759617159,-0.148195638818411
"AC044787.1",11.3598447787115,0.203956710805631
"AC044810.3",-31.1791877566383,-0.0555363566110028
"AC044840.1",-4.90933884635019,-0.0793816148766893
"AC044849.2",-29.8114682567036,0.00519519665302381
"AC044860.1",-5.13988813372196,0.168582992632542
"AC046130.1",-9.00857988793781,-0.0124764265241636
"AC046130.2",3.07165696980292,-0.141008732632099
"AC046136.1",-42.7776277021304,0.150775490160453
"AC046143.1",-4.2311525430602,-0.0381686966412619
"AC046158.1",-5.85722720491188,0.0226376824490672
"AC046158.4",-6.07713226388506,0.153154968533447
"AC046168.2",-5.14686489859998,-0.0834963985133171
"AC046176.1",3.16835724075631,-0.127236622351011
"AC046185.3",-13.5508181586515,-0.0972491755383375
"AC046195.1",-28.8848414559364,-0.0911407581914386
"AC046195.2",-7.93628010774975,0.082992504340285
"AC048337.1",-4.78608720317267,0.00521887859465103
"AC048341.1",-17.3054920311108,-0.133926491643875
"AC048341.2",-1.19904112560691,-0.0700701518350058
"AC048380.1",-46.3711537654259,-0.141288005020045
"AC048382.2",-3.38695617914558,-0.0817756044778238
"AC048382.5",-9.46190191583511,-0.23581416015665
"AC051619.4",-5.55422139879971,0.0930404553467808
"AC051619.5",-12.7507395025395,0.0228491407343955
"AC051619.6",3.42872087276262,-0.0877706865354763
"AC053503.1",-5.43325804554605,-0.101687999729911
"AC053527.1",-27.1542171745274,-0.239098890827918
"AC055713.1",-1.88728057731492,-0.0934723462120265
"AC055733.2",-12.5189836516083,0.0241254420550578
"AC055764.2",-22.5063703420132,0.108341386833444
"AC055811.1",-4.08300939047785,-0.199370395276367
"AC055811.2",-36.4610470384243,-0.0427971742895069
"AC055813.1",-24.7028262004659,-0.0370005984926362
"AC055822.1",-3.15808350839684,0.0694234520644384
"AC055854.1",-9.94302415862565,-0.142670227304772
"AC055855.2",1.32302426459505,0.140932443682232
"AC055855.3",-8.42639444068403,-0.0246693245508197
"AC055874.1",-3.65179924453426,0.215781367549413
"AC058791.1",-41.6205694901718,-0.101504866364513
"AC058822.1",-35.1727513584716,-0.063899409516982
"AC060765.1",-36.8724155520526,0.0243687693751034
"AC060809.1",-28.2399542358654,-0.103048592413162
"AC060834.2",-23.9251550892042,-0.112249608706194
"AC061992.1",-28.4946329990076,0.0448236457698722
"AC062004.1",-13.944326919573,0.0917830590989518
"AC062017.1",-7.56087872958433,-0.0274219165287662
"AC062021.1",-18.537549296501,-0.320424023460429
"AC062028.1",-18.3041327936307,0.0541992313882063
"AC063926.3",-5.53684543026012,-0.0650719541401534
"AC063943.2",7.02859999009892,0.00391875401264635
"AC063944.1",-28.6674093169048,0.107302843362828
"AC063944.3",-4.21093121556141,0.0438739213888383
"AC063952.1",-2.1963952972022,-0.230275728714623
"AC063977.3",-22.9052067740999,0.0490730862938472
"AC063977.6",-33.7100352671002,0.149502965665653
"AC063979.2",-34.802424877497,-0.0787970372253668
"AC064799.1",32.0593504847719,0.357313078253597
"AC064807.1",-8.11341325875609,-0.0116370849791754
"AC064807.2",-8.2973279647016,-0.077646295886582
"AC064807.4",-23.0147832766103,0.0233460294160005
"AC064834.1",-6.48760826585876,-0.146790548940495
"AC064836.3",-9.09481905644787,0.0926603331794147
"AC064852.1",-4.41852385089013,-0.0668793887336537
"AC064871.1",-18.8469150774261,0.00383905541127602
"AC064875.1",11.1011559690228,0.219524285767734
"AC066612.1",-45.8635824857001,0.0570231982546303
"AC066613.2",-11.7019458734053,-0.149849660512996
"AC066616.1",-3.9465487095997,0.0812339468010748
"AC067735.1",2.31107614198636,-0.0578913279755958
"AC067750.1",-1.75632645415314,0.0200258849070436
"AC067817.2",4.58380153427889,-0.0960301881875916
"AC067838.1",2.50073567801802,-0.0990029370941743
"AC067852.1",1.47175368119731,-0.110849988314197
"AC067852.2",4.92310156599748,0.166061132650497
"AC067852.4",3.96330746507339,-0.0841631743134192
"AC067956.1",-72.5488795109943,-0.0900222038219749
"AC067968.1",-0.461835075708496,0.133507425146131
"AC067969.1",2.34471739452934,0.0207090114763594
"AC068025.1",-8.80359040634905,0.116615017530888
"AC068025.2",-16.466917029698,-0.0688497419333165
"AC068050.1",-28.2105529528708,-0.18460838082066
"AC068051.1",-63.066186636142,0.145091023292559
"AC068112.1",-22.296209379766,-0.105542031706118
"AC068152.1",-28.5904557458556,-0.143498535909066
"AC068189.2",-8.67544535011713,-0.076655244608587
"AC068196.1",-24.1118045549244,0.0433818770544576
"AC068205.1",-26.3416387823675,0.0468235270683629
"AC068228.1",11.2874282331144,0.151820872653478
"AC068234.1",4.18174380416503,0.182641487343191
"AC068282.1",-14.3249504789165,-0.0387609553461852
"AC068286.1",-6.39823262721589,-0.102112861807744
"AC068305.3",-1.74043178232999,-0.075245026050225
"AC068313.1",-39.9058888590966,0.0966127960236583
"AC068338.2",3.89008281327346,0.00719418312701694
"AC068338.3",-6.86503662266214,0.147095947171807
"AC068389.4",-11.9147051292702,-0.0798812004739348
"AC068413.1",-47.337183401123,-0.160531578821027
"AC068446.1",-7.03812558111376,0.17797939098532
"AC068446.2",-10.0874978869738,-0.0111761629941707
"AC068473.1",-0.212846692308322,0.0573112289952109
"AC068473.4",-7.32769348565611,0.0401494254212391
"AC068481.1",-14.574603702428,-0.200429841259063
"AC068491.2",1.12566958437009,-0.0955065612102978
"AC068512.1",-41.3137216066388,-0.151193634840441
"AC068533.3",-19.8643847531835,0.0246425652566439
"AC068533.4",-12.5714809411122,0.0365825947587971
"AC068547.1",-23.1673307140306,0.0783921711339706
"AC068587.6",-71.2345531424672,0.0349995340141971
"AC068594.1",0.636130141375576,-0.0596902630424972
"AC068599.1",-22.8260954986412,0.111752170143254
"AC068620.2",1.56110304455627,0.111679894455113
"AC068620.3",-6.64250737110886,0.109785305595904
"AC068620.4",-35.7991834724466,0.0440923956796041
"AC068631.1",-12.3047400287186,-0.023099800910578
"AC068631.2",3.06874174910063,0.0629760449116085
"AC068631.3",9.55011044170954,0.00145843148373039
"AC068633.1",-19.1697537076122,-0.15050829927868
"AC068643.1",-36.6534233583276,0.151355286141468
"AC068643.2",-3.6254373049939,0.0442709475890169
"AC068657.1",-0.993645885413536,0.116942072638305
"AC068658.1",-50.0318899361427,-0.0933513653021818
"AC068672.2",-2.47649776222429,0.127207749027461
"AC068675.1",-26.1543128981989,-0.0216437894526126
"AC068722.1",-45.8773486235059,-0.0299935297862379
"AC068759.1",-8.50276027425242,-0.195457714812278
"AC068768.1",-2.27965602299099,0.0286856112279523
"AC068775.1",-3.32588008859353,-0.0404389072509939
"AC068787.1",-9.24070814629113,0.120196635333533
"AC068831.1",-9.56743150124951,-0.0643927214033043
"AC068831.3",-2.7407373083897,-0.00522302734241989
"AC068870.2",-1.82895774488117,0.155674850983276
"AC068875.1",-2.93434658123319,-0.139436345371056
"AC068880.4",-26.0529812669907,-0.00398840974002285
"AC068888.1",-10.2329893830517,-0.113032453262604
"AC068896.1",-9.70055547796317,0.108755884465106
"AC068898.1",-37.9033297689702,-0.0269079443965104
"AC068985.1",-19.1992206659993,-0.0160874132471122
"AC068987.3",-10.8512761415349,0.0133269773667138
"AC068992.1",-11.9041769519494,0.203796932764433
"AC068993.1",3.98399770268251,-0.258393783917547
"AC069029.1",-0.883146466048437,-0.159643514922279
"AC069114.1",-30.2942767583975,0.0681782848872421
"AC069120.1",-36.3336840663753,0.00159110787569055
"AC069120.3",-21.5707385640617,-0.122420560251499
"AC069133.1",-47.1965097784324,-0.132158838857594
"AC069148.1",-1.06047171508681,-0.0764481202524532
"AC069154.1",-25.5253082399411,0.0684600660910644
"AC069155.1",-32.5984002870947,0.151533606229868
"AC069185.1",-4.23268074242376,-0.037097763775464
"AC069200.1",-4.39667952057957,-0.049439400660571
"AC069208.1",-13.7490115052822,0.0434888827668157
"AC069209.1",-7.45869451569904,-0.0476892721501101
"AC069213.1",-0.718975629976505,-0.0754353978597145
"AC069218.1",16.9852444967678,-0.0205737582380482
"AC069224.1",-3.790017572972,-0.0265561371417202
"AC069228.1",-85.1274134652777,-0.168570250498326
"AC069234.1",-12.1832808017191,-0.0941277440741621
"AC069257.3",-4.59919693644216,-0.0827741403704558
"AC069272.1",-7.73510149171091,0.0856287908646334
"AC069277.1",-7.39587924167117,0.0238778821117613
"AC069281.1",0.173911156328578,-0.0676794753026818
"AC069287.2",0.327069343043566,0.113608644315169
"AC069287.3",-59.9974722203523,0.0706700454738193
"AC069368.1",-11.3800493121441,-0.120996737744495
"AC069431.1",-5.43961180020692,0.0647141725925198
"AC069437.1",-79.3376944426497,0.0313220102456713
"AC069503.1",-1.79467691282095,0.200068690656921
"AC069544.1",-17.4031775775085,-0.0165828578453141
"AC069549.1",-22.7558556948186,0.0230456036316637
"AC072022.2",-22.7509242694763,-0.0512058882664
"AC072061.1",-3.18786335953053,-0.00982956539696957
"AC072062.1",-10.6180605920252,-0.110067234141387
"AC073050.1",-81.8321023392384,-0.0424442516254166
"AC073052.2",-62.7932713957605,0.0317783420799015
"AC073062.1",-29.7704067218512,-0.0210940030238245
"AC073065.1",-31.880237600119,0.186615067737329
"AC073071.1",-1.93913539006232,-0.0307187160486523
"AC073073.1",13.2888343720884,0.113950841170927
"AC073073.2",-7.93912526043402,-0.0315891604361899
"AC073082.1",-31.6328285320802,0.0524996416874664
"AC073107.1",-73.2669913135815,-0.135700333455048
"AC073107.2",-7.31758022418004,-0.0558204252345968
"AC073111.3",-6.40661745358118,-0.0272879102037772
"AC073111.5",-0.229918303740377,-0.0167031351378772
"AC073136.2",1.7364509034875,-0.184223172809845
"AC073167.1",-57.8643304718768,-0.203953357375301
"AC073195.1",-14.4861021232304,-0.162336973509948
"AC073210.1",-11.7054297964667,-0.0556496484522728
"AC073254.1",-9.17886382784153,0.0311917212893169
"AC073316.1",-25.6904101093325,0.0316752641637608
"AC073316.3",-31.6122032792254,0.0965597033583124
"AC073320.1",-22.8472186547627,-0.0574186745811578
"AC073324.2",-51.2805560149266,-0.0821645051270116
"AC073325.1",-14.8012839180007,-0.025400926343715
"AC073333.1",-15.6695658923829,-0.023580531800289
"AC073335.2",3.32308363682366,0.0480858556732095
"AC073336.1",-32.7290102129126,0.0275749224407513
"AC073342.1",-30.1462335970857,-0.00371052205662223
"AC073343.2",-18.2715642237763,0.0915703945388587
"AC073346.1",-1.08152304331415,0.174171859465229
"AC073349.1",-8.98246159865642,0.148681379569958
"AC073352.1",-2.4813720872954,-0.102476218156779
"AC073358.1",-2.0538767740451,-0.0501264456097371
"AC073365.1",-57.3945312511574,0.0502385630263308
"AC073389.1",-4.93723770930075,-0.0175133747981631
"AC073389.2",-35.7604304123271,-0.0366420032442595
"AC073476.3",1.15185941138016,0.0406127488568625
"AC073508.2",-39.069509554096,-0.103948986844653
"AC073508.3",0.13357993017266,0.0623872558717857
"AC073525.1",-6.05484651310828,-0.0971172546763749
"AC073529.1",-0.744650843247017,0.228849039508687
"AC073530.1",-1.16822380758147,0.116007112098386
"AC073534.2",2.50621134246727,0.146857629335982
"AC073569.2",-2.64218602959637,0.0172377643282753
"AC073571.1",-34.5924933691643,-0.112527127382873
"AC073575.1",-33.144220696629,0.0101286539064481
"AC073578.2",-44.1981382615297,0.117077335614691
"AC073585.1",-13.0809076292161,0.104201543608075
"AC073592.1",-3.23711601528485,0.080548095373591
"AC073610.1",-26.2073210904689,-0.0381670786089987
"AC073610.3",-28.3850595953805,-0.135274279809824
"AC073611.1",-31.8704964685753,-0.0441540031249514
"AC073612.1",-25.6041572849717,-0.0144798011247934
"AC073621.1",86.0596586598144,0.628707591544917
"AC073655.2",-1.5056089445591,-0.11848118719199
"AC073834.1",-27.1338167226729,-0.161465094409243
"AC073842.1",-9.18584748580275,0.006152456035826
"AC073842.2",-6.38704947734005,-0.13312102202356
"AC073861.1",75.1495403146877,0.616489056727962
"AC073863.1",-27.0779879955721,0.0747325403113783
"AC073869.1",-8.16652993584389,0.138419556083278
"AC073878.1",-3.93023650782506,0.0343644618812137
"AC073896.1",-37.2619180505364,0.113159354976064
"AC073896.2",-10.8359703748574,0.0439014446182915
"AC073896.4",2.78620687765795,0.0068757451406167
"AC073911.1",-25.0128616879726,0.0311986464968379
"AC073912.1",-15.9322022261096,0.0641837223597949
"AC073934.1",-2.22442852696617,0.0393994208078227
"AC073941.1",-6.55937581631071,-0.0217828867618689
"AC073957.1",-18.4188751259195,-0.0988111168028802
"AC073957.3",-44.8212697052745,0.111872092112553
"AC073987.1",-4.51367704569312,-0.0184799656768322
"AC074011.1",-3.2277073708388,-0.0862002622278863
"AC074031.1",-10.7201478465027,-0.00576830448822369
"AC074032.1",-63.1662239972592,-0.00438477802922422
"AC074044.1",-15.2284802995313,0.0392096041793082
"AC074085.2",5.33985924854372,0.00634812494918553
"AC074117.1",-9.94498819161818,0.0419946583465041
"AC074183.2",1.14592280782531,0.0905907380798124
"AC074237.1",-28.9028526263575,-0.0591939803703421
"AC074286.1",-18.4355353277339,0.0462396182822645
"AC074327.1",-9.10669798554312,-0.0584776783174964
"AC074351.1",-12.2044991582283,0.173910122616214
"AC074387.1",-6.09446443630408,-0.0463238199174337
"AC076966.1",-15.6660180267732,0.0357722070814286
"AC078777.1",3.59039383347316,-0.0016303808818006
"AC078778.1",-18.6000797491143,0.197337426358475
"AC078778.2",-1.84865447461441,-0.0314353257210923
"AC078785.1",-26.8433305391898,0.158701995762359
"AC078785.2",-3.81530355001943,-0.125908737242254
"AC078788.1",-8.81560084520145,0.0401966095178053
"AC078795.1",-28.916822953564,0.0993273890754326
"AC078795.2",-8.29483900890817,-0.0644166688138798
"AC078814.1",17.9474240462398,0.29664462836364
"AC078817.1",4.25493973844738,0.131982543659102
"AC078842.2",4.95666217089208,0.0370556468633857
"AC078845.1",-6.25159650380506,0.106146513203933
"AC078846.1",5.20827240370314,0.156103926826548
"AC078881.1",1.02799254882926,0.0988683560540954
"AC078883.1",13.0622483894343,0.00939281637082421
"AC078883.3",-22.1231720049805,0.154226320998017
"AC078899.2",-5.04825648595151,-0.0988403915029951
"AC078899.4",-0.572665994875217,0.0443308134317661
"AC078909.1",-31.5682784033837,-0.0381895288778758
"AC078909.2",-9.38205930764348,-0.214612222694807
"AC078923.1",-59.9040779023075,-0.0775556562118593
"AC078927.1",-4.05428139175807,-0.107603986886939
"AC078929.1",-22.8912530480313,0.0684102014065777
"AC078955.1",1.94455197789101,0.162392318986357
"AC078962.2",-24.1860137682236,-0.194637278444902
"AC078962.4",-23.2117342613887,-0.173291756951217
"AC078980.1",-19.9888998823013,0.0747959301925052
"AC079015.1",1.83814090685214,-0.0478883427987078
"AC079062.1",-12.3257912284477,-0.0878080338442765
"AC079089.1",-17.3568344478487,-0.243433475426172
"AC079098.1",-21.9504496107702,0.0709159883881262
"AC079117.1",-52.2070506460688,-0.127269061945674
"AC079140.2",26.1400482805173,0.190831352850104
"AC079140.3",-25.361097591334,0.0342471655401169
"AC079145.1",13.4887544074251,0.119964061587187
"AC079148.1",-3.17826464391633,-0.0516582486234077
"AC079154.1",-22.3809886097651,0.0735869857927676
"AC079160.1",-13.0608688192788,-0.0836357258414698
"AC079174.2",-12.2497419233827,-0.0226797778255343
"AC079193.2",-3.18551020670405,0.0733424451125172
"AC079209.2",-28.076558352362,-0.134999110852157
"AC079210.1",-1.32681740824011,0.0688853660756285
"AC079226.2",-72.0713585975599,0.133557507550012
"AC079228.1",-3.9280097795525,0.244008402762623
"AC079250.1",0.403903334737911,-0.210234339327888
"AC079296.1",-16.2221121191314,0.00738399309597767
"AC079298.3",-17.5421481261149,-0.0232554931904102
"AC079305.1",-3.53407917214577,0.0364687001306877
"AC079305.3",-17.8817600508365,0.00927082108963644
"AC079313.2",-71.1819280160334,-0.0149313728667423
"AC079336.4",-29.531175691875,0.0120899135948047
"AC079336.5",-28.3762052959166,0.0198055400806904
"AC079340.1",-30.3513748611901,-0.0468180987535935
"AC079340.2",-27.4848117118112,0.0454823357199715
"AC079354.1",-6.9822645471784,0.00166684369167904
"AC079362.1",-46.3876159405886,0.0116729190426726
"AC079380.1",5.70094778248383,-0.117740380668359
"AC079385.1",-57.8510122160313,-0.160043991309608
"AC079447.1",-39.5280641257549,0.181108182365092
"AC079465.1",-12.0900119137964,-0.257648209899148
"AC079584.1",-6.51376484694052,-0.0234417021694813
"AC079594.2",-7.39302063717636,-0.0408313876780727
"AC079601.1",-4.79871782753167,-0.0480816396403689
"AC079610.1",-44.1193170277462,0.0188142355191918
"AC079610.2",-4.40325551300847,-0.0141136118313307
"AC079610.3",-4.27675660729133,-0.138790804005456
"AC079630.1",-14.2906238646484,0.147620018308906
"AC079742.1",-0.942742923790013,-0.0767680788936185
"AC079760.1",-27.733202577165,-0.0439481895080604
"AC079760.2",-25.2635963579785,-0.158657166770087
"AC079766.1",-1.80396693123119,-0.264507728572997
"AC079776.2",-48.7800373549858,-0.0491457529162174
"AC079779.2",-8.89721590142149,-0.0127494694777483
"AC079781.5",-62.0829167853181,-0.0831509779007192
"AC079790.1",-18.3272994844317,-0.0188859134115419
"AC079793.1",-0.364527999604546,-0.193018659828509
"AC079807.2",2.14851930624809,0.0711558888843714
"AC079834.2",-14.4343792068165,0.165947042025502
"AC079848.1",-2.69540130574501,0.0447599468298961
"AC079880.1",4.1059644922122,0.0976343306863139
"AC079907.2",-26.7734335168937,0.0173360724355602
"AC079917.1",-41.8855026352947,-0.110204035397408
"AC079921.1",-0.367860776604658,0.107648360536627
"AC079922.1",2.72353214225898,0.00239967922497888
"AC079922.2",-14.0908776970195,-0.0587673784508215
"AC079942.1",-0.917664906895689,0.145571400366428
"AC079943.2",-24.1085160139527,0.0133261000850217
"AC079949.2",-12.2097219998209,0.0598147602448534
"AC079950.1",-21.3584930487691,-0.0778080519470347
"AC080013.5",-1.75255406360869,0.0429767403733967
"AC080078.2",-9.48361285019069,0.214881248661548
"AC080080.1",-8.22787122812787,-0.124491589263041
"AC080100.1",-14.1781004746778,0.00679250358718235
"AC080129.2",-2.62877258310367,-0.141695600725897
"AC080162.1",1.83166533361143,-0.130675687627779
"AC080188.2",-1.21166644532965,0.0279402201905894
"AC082651.1",-3.87857591924434,-0.217264684825743
"AC082651.4",-28.0999485473035,-0.0546229361949327
"AC083798.2",-10.9279926326659,-0.013085431201553
"AC083805.1",-22.2817481492143,-0.0413636588846389
"AC083805.2",1.48959401999413,0.00184701144532089
