"Gene","Endo.t","Endo.kME.brown"
"AC004840.1",-21.3565528104746,0.0542051103554855
"AC004846.2",-28.5654227640998,-0.120297807053905
"AC004852.2",-22.4516938700154,-0.150142405647206
"AC004862.1",-44.4584634350727,-0.0586892866769333
"AC004865.1",-1.63221441068653,-0.166365298355646
"AC004865.2",-10.6834560484522,-0.0792399272706086
"AC004870.4",2.83431272932313,0.0836783828361504
"AC004884.1",7.71425084093571,-0.00855156148553423
"AC004884.2",-26.5158803268644,0.0235253283180253
"AC004889.1",18.8354614025508,0.0501245316178415
"AC004890.3",-7.74553518790132,0.125416604559174
"AC004893.2",-13.0927477161723,0.0229907717591007
"AC004898.1",0.597181287355852,-0.131071042344652
"AC004917.1",-0.732982804565815,0.0647475667719761
"AC004918.1",-11.6070564819971,-0.162506565285201
"AC004922.1",3.08111785830014,-0.0106890850498647
"AC004923.1",-8.86989674711571,-0.0331581335557309
"AC004924.1",-21.7332989472933,0.0562320605670205
"AC004925.1",-4.37382559455736,-0.062515540213926
"AC004943.2",6.57535429048325,0.216560090896852
"AC004946.1",-51.4657796394919,0.0390100723435442
"AC004947.2",-8.32691085872855,-0.177653607484124
"AC004973.1",-1.55233059952731,-0.16375496244503
"AC004980.1",-19.0455345618869,0.193050663674307
"AC004980.3",-19.2966002491751,0.0697787121168051
"AC004982.1",-11.5894788578434,-0.111889894853515
"AC004982.2",-20.1765774287802,0.108086067812034
"AC004987.3",-9.86413328690282,-0.127105777507955
"AC004990.1",-50.4485566379886,0.063441030050141
"AC005000.1",4.47136347935513,-0.0751160970612619
"AC005005.4",-22.9710146063831,0.0793094374266557
"AC005006.1",-30.3325219575371,0.187959147504494
"AC005009.2",-7.1916973106134,-0.129713787156975
"AC005014.2",-3.59133412021806,0.0852710661045291
"AC005020.2",-30.0815018114892,-0.0800225286603976
"AC005037.1",-22.4951583376747,-0.145963577653624
"AC005041.1",-61.2692124310323,-0.12184809097578
"AC005046.1",-43.4926717830841,-0.0105967005989123
"AC005062.1",-14.2459081667058,0.0516351335799875
"AC005064.1",-0.205192607184087,0.00645418632810615
"AC005070.3",-2.30278419245764,-0.0725719995773843
"AC005076.1",-1.72777968479503,-0.00199052529089796
"AC005077.2",-29.1706015237464,-0.0227999449509555
"AC005091.1",2.49692434523299,0.0911265934943789
"AC005099.1",-9.93166366514178,0.152731338725601
"AC005144.1",-24.5205569247614,0.00415776847301014
"AC005154.1",-18.3674271751533,0.0454134352560689
"AC005154.5",-10.7122922909638,-0.0179146697358272
"AC005154.6",-19.3572317979501,-0.177226018743854
"AC005156.1",-24.568260862065,-0.00778879280346631
"AC005162.3",-32.9029357369527,-0.116462938761993
"AC005165.1",-12.4618903831419,-0.0991981124252066
"AC005197.1",0.45042336750114,0.0799756477392869
"AC005208.1",-11.3239516224252,-0.164033140502935
"AC005224.1",-2.54148422033476,0.0872163187685264
"AC005225.2",-22.7165744167993,-0.179786512107199
"AC005225.3",-15.9072209976024,0.0357109259454757
"AC005225.5",-2.81623719232108,0.0851493436909993
"AC005229.1",-2.26202840163511,0.0879332378447838
"AC005229.4",3.00336263056128,0.0150036403602471
"AC005234.1",-30.0315311170948,-0.0670517022688691
"AC005237.1",1.44976615209206,-0.0958928951872218
"AC005253.1",-5.78674340043221,-0.125246673717178
"AC005258.1",-0.937896914760021,-0.0370722445614524
"AC005261.1",-12.4749781511223,0.0314612582908454
"AC005261.2",-0.982457058601233,0.201688203046343
"AC005261.3",-5.474774966004,0.0130655314684527
"AC005261.4",0.103000346337705,-0.00525406416917328
"AC005261.6",1.4839713676374,0.189567996151488
"AC005262.1",1.90163076538943,-0.0276130376223698
"AC005264.1",-34.4516317641994,0.0384379289834461
"AC005274.1",-25.5392592299865,-0.0615064547024803
"AC005280.1",-9.08726159944184,0.0164185315150661
"AC005288.1",-8.60116419797248,-0.00244869525734937
"AC005291.1",-1.01103169068171,0.163966850649688
"AC005291.2",-11.1985950465212,-0.00626849079688875
"AC005300.1",2.11110787983673,0.120571415905633
"AC005306.1",6.82480531452604,-0.0361644838897861
"AC005324.3",-23.7466675931447,-0.229149802190206
"AC005324.4",-44.0921053127144,-0.140797870465088
"AC005329.1",-33.4890074008825,-0.010345869090333
"AC005332.10",-1.50657275714377,-0.0152167496314222
"AC005332.4",-4.10483384425327,-0.0795031351309413
"AC005332.5",-24.2916648344275,0.0254663906850135
"AC005332.6",-1.3311608921079,-0.0954184327308707
"AC005332.7",-5.59450974542566,0.106794661125881
"AC005332.8",3.61101557235061,0.0331168567835293
"AC005332.9",8.17693551895457,0.148709593392509
"AC005355.1",-3.11288451739447,-0.00244973970850553
"AC005358.1",-11.5561292099245,-0.0938379490236561
"AC005358.2",-0.853437439260981,0.110079655709239
"AC005363.2",-5.31166215111251,-0.0764293661771713
"AC005387.1",3.10180389605908,0.105184849171819
"AC005387.2",-4.21817421533507,0.104312528828125
"AC005392.3",0.0729886174949211,-0.112656898422992
"AC005393.1",-34.6418111403377,-0.104182284627056
"AC005394.2",-2.73465550251289,-0.00245527996615918
"AC005410.1",-43.6850681039602,-0.133966658674053
"AC005410.2",-17.5891933076318,0.0954601759524548
"AC005412.1",-25.1474521916215,-0.0806545641224237
"AC005476.2",-9.60037278920831,-0.0579501262853133
"AC005480.1",-32.060544676753,-0.0474522052738996
"AC005482.1",-54.6385467290395,-0.0512806958510747
"AC005487.1",0.532587124361785,-0.105371031514487
"AC005498.1",-23.1020750056184,0.140814172359718
"AC005498.2",1.72281833292304,-0.029033681433158
"AC005498.3",-14.7200274830201,0.135179398857676
"AC005520.2",8.23715288550253,0.18162501455818
"AC005523.1",-32.1147487868876,-0.120145601690884
"AC005523.2",0.0601941935654712,-0.0889640880752241
"AC005532.1",-3.13225700708367,-0.0551084225878626
"AC005537.1",-43.2571426799815,0.0569639732576433
"AC005550.2",-22.6400868448404,-0.0498304814458439
"AC005550.3",-3.74619910590382,-0.119796035859332
"AC005562.1",-19.070182826178,0.0145277689556272
"AC005580.1",-28.5046100915684,0.0125295948556974
"AC005597.1",-28.5240969564478,-0.22593699496093
"AC005606.2",-3.00810358807025,-0.173146402220934
"AC005609.5",-11.2525790821406,0.131890182892565
"AC005614.2",-5.57008458164893,0.00808331026549709
"AC005616.1",-3.90036465189165,0.0402065282599935
"AC005618.1",-10.5499680135476,-0.0974833312983847
"AC005622.1",-31.6860025053445,0.0241242607117371
"AC005632.1",-3.49265654729264,-0.0309629481224568
"AC005670.1",-0.707636999904783,0.080448200111383
"AC005670.2",-3.79767264938044,0.043108237924693
"AC005682.1",-2.35319625131636,0.000469409174635093
"AC005692.1",-35.4426899480463,-0.0116524606024893
"AC005695.2",-13.5479366553265,0.0062697736496161
"AC005696.1",-0.76529798110247,0.0546329407571393
"AC005696.4",-4.78787084274806,0.0742284099705881
"AC005697.1",-22.8884440603896,0.109469986661782
"AC005697.2",-35.8585399618162,-0.111615007127823
"AC005699.1",-14.2786364365278,-0.108083027099086
"AC005702.1",-19.1794146179189,0.0812392414103517
"AC005702.2",-17.6657284601275,-0.0705587131498418
"AC005703.4",-3.13563924472075,-0.00712809691376648
"AC005726.2",-29.6121461408398,0.0783176872625442
"AC005730.2",-5.06567100508406,0.142864753622704
"AC005736.1",-3.09697806539741,0.216982293100562
"AC005736.2",-17.7677896879728,-0.0482099366537855
"AC005736.3",-1.50024715089517,0.266182854418162
"AC005740.3",-26.6911159328458,0.0415254489678024
"AC005746.2",-9.13266662074384,-0.02044649008798
"AC005759.1",-6.32284034763495,-0.149311536832715
"AC005775.1",-10.1406977570597,0.111556694559606
"AC005776.1",-38.3522814081423,0.161105202384335
"AC005776.2",-3.79476924101544,-0.133405842063889
"AC005786.3",-11.3398026621037,-0.0954574409415804
"AC005808.1",-42.7142399059534,0.0133662485989179
"AC005821.1",-10.9420838587631,0.112424718344965
"AC005828.1",-34.2542133352163,0.138528764667385
"AC005828.3",-15.1862447196258,0.106457738916057
"AC005832.4",-3.24093885348774,-0.0893430160361251
"AC005833.2",-10.3885729202745,0.124538795135169
"AC005833.3",-9.64719039873787,0.228861059193052
"AC005837.1",1.93634265391628,0.0516211110759239
"AC005837.2",-0.744869968921338,0.183653180980776
"AC005837.3",-2.27946556777598,-0.00163084531033278
"AC005841.2",-7.73199602386629,-0.0359372862923614
"AC005842.1",-5.26586538852955,0.0758276834541234
"AC005856.1",2.61053839146682,-0.103712476941364
"AC005858.1",-4.65729194823646,0.101981827279557
"AC005865.2",-20.4468266154788,0.0519489732334902
"AC005871.2",-9.91781835287078,-0.103316588736689
"AC005884.1",-10.6453061528723,-0.0499919652752657
"AC005885.1",-60.6813863372029,0.0171664016280036
"AC005899.1",-10.3330945899258,-0.0248225037573499
"AC005899.4",-24.0549648734005,0.0206104349042729
"AC005899.5",-10.4541411688839,-0.137945469958356
"AC005899.6",-1.15352617501212,0.0368913105212363
"AC005899.7",-34.3701409493589,0.0513397866179128
"AC005899.8",-26.7137562924414,-0.160539366058079
"AC005906.2",-39.6990664642691,-0.0655168877966675
"AC005912.1",27.4728517148046,0.190523615468903
"AC005920.1",-3.08301892231305,-0.0541011648073947
"AC005920.2",-10.9253441211549,-0.0942818004429712
"AC005921.2",7.97194035887338,0.102581773932821
"AC005943.1",-1.21219684701301,-0.0956754905699793
"AC005944.1",-1.9124441575512,-0.123134158838351
"AC005954.2",-1.83180188187646,0.088520698971861
"AC005962.2",-12.6641772991896,-0.045279266090092
"AC005972.4",-35.2928342209383,-0.2190092954302
"AC005996.1",-11.6907989126828,-0.0356562515939162
"AC005999.1",-33.3332745406128,-0.0590905438974581
"AC006001.3",-27.071893885926,-0.00122625504347932
"AC006004.1",-36.1403656006527,-0.0921355083034076
"AC006013.1",-0.000872285046821199,-0.0438635336768546
"AC006019.3",-1.65517064776677,-0.0859103561925038
"AC006020.1",-29.4705217768311,-0.088282606327981
"AC006030.1",-3.43554158713202,0.124261181381836
"AC006042.2",-10.231661986489,-0.0973520520387463
"AC006058.1",-26.9832145717173,-0.0565059549827862
"AC006058.3",-12.9337063817813,-0.062275984209701
"AC006058.4",-33.5699704167187,-0.0199592928211666
"AC006059.1",-17.9756617310034,-0.0524143892611093
"AC006064.1",-28.7241357760237,0.0429394854595764
"AC006064.2",-25.1979413169351,-0.154077896285865
"AC006064.4",-3.82440249145142,0.0936172245127424
"AC006065.4",-1.66757241521304,0.128394456755557
"AC006115.1",-20.1486599451977,0.0415986082433635
"AC006115.3",-2.8322034917757,-0.0860302960521921
"AC006116.8",-24.5119240829804,0.0589068128970557
"AC006122.1",-25.2153808912756,0.0502586382904235
"AC006130.1",-3.9297755460365,0.122225404553609
"AC006144.1",1.27221956826006,-0.0374975781096203
"AC006145.1",-14.1629069282112,-0.171645756514862
"AC006146.1",0.119630381846781,-0.0585865278198463
"AC006148.1",-72.0027766854756,0.101611805065688
"AC006150.1",-23.9442005303021,0.0191795966234562
"AC006157.1",-2.90335887964975,-0.03049708108827
"AC006160.1",-14.1330091287433,-0.0151020014014503
"AC006206.2",-4.51693210522279,-0.0580123517086779
"AC006210.2",1.17922191000871,0.18163453199945
"AC006213.2",-20.8626187501557,-0.0361777399062955
"AC006213.3",-20.4095829992706,-0.00738579443046078
"AC006213.6",0.261261734792995,0.244053082405452
"AC006262.1",-30.7299826894639,-0.0804440935123024
"AC006262.2",-10.0284050011673,0.0712213218695995
"AC006269.1",-52.689094309467,0.229046487878796
"AC006270.1",-36.3335732980988,-0.221762604373753
"AC006288.1",-3.47725505505279,0.00463060301421289
"AC006299.1",-2.52435488211946,0.121901790637081
"AC006305.1",-1.60474168021737,0.225030701041288
"AC006333.1",-3.01362438211483,-0.08953912507033
"AC006333.2",3.81102626903108,0.133264901379567
"AC006355.2",-32.1630899096923,-0.0273382461695667
"AC006369.1",1.26725207288721,0.0096451732008496
"AC006372.3",-26.3228539474923,-0.0862331386130546
"AC006378.1",-12.0639187801382,0.0653270748499142
"AC006387.1",-48.2051339259913,0.0189477733241169
"AC006435.2",-1.80297638219449,0.119005039072447
"AC006449.1",-25.0686519966708,-0.0566280177380638
"AC006449.3",-24.9216227372465,-0.146272178083255
"AC006449.5",-34.9994106040747,-0.0226039649645013
"AC006449.6",2.40467667316995,-0.102594184065064
"AC006450.2",-30.6475939583522,-0.168442368814109
"AC006450.3",-5.69834505141613,-0.0543647819996714
"AC006453.2",-46.6892881877246,0.0174312262989623
"AC006453.4",-2.20875950348249,0.114916943368832
"AC006460.1",-5.36835524627839,0.0906970684506222
"AC006460.2",1.43573562998344,0.0685937452967295
"AC006480.2",-24.2960442764451,0.130726200762428
"AC006486.1",-2.9565164446234,-0.0488254986285822
"AC006486.2",-0.338712199117662,0.0263126412291689
"AC006487.1",-7.41275221028597,-0.0643974113126983
"AC006504.2",-49.7721291228454,-0.0561799755781044
"AC006511.3",3.40238262840414,0.0919417699468689
"AC006511.4",-15.9506295197008,0.0713234087345806
"AC006511.5",-12.8493177669696,0.0172528657835431
"AC006547.1",-23.8863498305027,0.00930734430416004
"AC006547.2",-2.6057710940254,0.0240610687112392
"AC006581.2",-26.9985568671642,-0.146670320277025
"AC006942.1",11.0807343028066,0.100730501948751
"AC006946.2",-1.51865323511077,0.118571172480742
"AC006974.1",-17.9534636480136,0.0109233417668809
"AC006974.2",-22.3804724344308,-0.0174688580603769
"AC006978.2",-12.4226957854673,0.0520082995052895
"AC006994.2",-12.9707593489762,0.00234107883137779
"AC007000.3",-22.1990664692949,0.0917441678678108
"AC007001.1",-1.25112099151502,-0.168420647633105
"AC007014.1",-28.2294816491071,-0.0630263514653933
"AC007032.1",-3.82683190411628,0.044266145004607
"AC007038.1",-7.21055497115092,0.0774077167653821
"AC007038.2",-14.5703983668802,-0.00193874292398265
"AC007040.1",0.449512864554689,-0.0699092414786835
"AC007040.2",-16.8635203400979,0.0275123765843228
"AC007041.1",5.66401671684279,0.0708064530876127
"AC007066.2",0.567927197882464,0.147747208822485
"AC007091.1",-2.89692519637818,-0.0182962914153117
"AC007099.1",-2.35908811851102,0.162850491195138
"AC007100.1",-7.52343094549577,-0.315437036958586
"AC007114.1",2.15232420408623,0.219645955895599
"AC007114.2",-6.41340594055348,-0.0849694470349272
"AC007128.1",-17.8309451519016,0.0176574995381442
"AC007160.1",4.72106987271284,0.17905947376767
"AC007163.1",-19.863656844294,0.0385534067639808
