network,module,enrichment,correlation
signum0.13_minSize5,tan3,0.037841257509649,0.279605934185481
signum0.13_minSize5,royalblue3,1,0.0526707210594054
signum0.13_minSize5,ghostwhite,1,-0.01072863268802
signum0.13_minSize5,sandybrown,1,-0.0519836008368352
signum0.13_minSize5,wheat2,1,-0.100769867621225
signum0.13_minSize5,springgreen,1,0.0691072437260864
signum0.13_minSize5,purple4,1,-0.225724853784115
signum0.13_minSize5,palevioletred,1,0.089329036036501
signum0.13_minSize5,palegoldenrod,1,-0.110061743654537
signum0.13_minSize5,mediumspringgreen,1,0.061905680967748
signum0.13_minSize5,lightsteelblue4,1,-0.0703778122085426
signum0.13_minSize5,moccasin,1,0.089623778376402
signum0.13_minSize5,pink,1.89448645248498e-17,0.800156714209075
signum0.13_minSize5,lightcyan4,1,0.0696582136850369
signum0.13_minSize5,magenta2,1,-0.0569052960898277
signum0.13_minSize5,ivory3,1,-0.0944798758669758
signum0.13_minSize5,gold3,1,0.0314173174311279
signum0.13_minSize5,darkorange4,1,-0.0456858344338051
signum0.13_minSize5,gray67,1,0.115348750307048
signum0.13_minSize5,chartreuse,1,0.0153493100490699
signum0.13_minSize5,lightpink1,1,-0.0588835652576702
signum0.13_minSize5,lavenderblush,1,-0.0748057066340509
signum0.13_minSize5,azure,1,0.0682485061264152
signum0.13_minSize5,darkolivegreen3,1,0.126052551270837
signum0.13_minSize5,green3,1,-0.167187651998385
signum0.13_minSize5,chocolate3,1,0.0953411732535752
signum0.13_minSize5,aliceblue,1,-0.047428260701007
signum0.13_minSize5,palegreen2,1,-0.121384337291433
signum0.13_minSize5,springgreen4,1,0.170760576591009
signum0.13_minSize5,orangered4,1,0.0119438007818462
signum0.13_minSize5,tomato3,1,-0.0146836479950761
signum0.13_minSize5,gray29,1,0.119515953558909
signum0.13_minSize5,cornflowerblue,1,-0.0526990023370521
signum0.13_minSize5,tomato2,1,-0.0568138169169918
signum0.13_minSize5,seagreen3,1,0.159626847305357
signum0.13_minSize5,papayawhip,1,-0.0150923370750619
signum0.13_minSize5,navajowhite3,1,-0.115810251085939
signum0.13_minSize5,slateblue1,1,0.265673310684292
signum0.13_minSize5,navyblue,1,-0.0179221394779097
signum0.13_minSize5,maroon2,1,0.101580118068284
signum0.13_minSize5,lightsalmon1,1,0.00551253647991659
signum0.13_minSize5,whitesmoke,1,-0.0488536505805805
signum0.13_minSize5,lawngreen,1,-0.134119674800152
signum0.13_minSize5,honeydew3,1,-0.1048494491656
signum0.13_minSize5,pink2,1,0.155189480610151
signum0.13_minSize5,deeppink4,1,0.121811506104712
signum0.13_minSize5,orange4,1,-0.0020355486422023
signum0.13_minSize5,cornsilk3,1,0.142528261142231
signum0.13_minSize5,mediumorchid4,1,0.108128739691746
signum0.13_minSize5,lightskyblue3,1,-0.0372732894134356
signum0.13_minSize5,azure3,1,-0.0725265938399386
signum0.13_minSize5,cadetblue2,1,-0.182564659033708
signum0.13_minSize5,gold,1,-0.0739140801721135
signum0.13_minSize5,seagreen,1,-0.0702819590709595
signum0.13_minSize5,lightblue2,1,0.0661431266022047
signum0.13_minSize5,wheat4,1,-0.109383991466691
signum0.13_minSize5,indianred1,1,0.139017627154181
signum0.13_minSize5,firebrick,1,0.0345291795383683
signum0.13_minSize5,orange,1,-0.068948207440306
signum0.13_minSize5,snow3,1,-0.0180008134770489
signum0.13_minSize5,purple3,1,0.00908998036391836
signum0.13_minSize5,darkgoldenrod4,1,0.150445505038604
signum0.13_minSize5,orchid4,1,-0.108514819361336
signum0.13_minSize5,mediumslateblue,1,0.0635081863751694
signum0.13_minSize5,lightsteelblue3,1,-0.173692284078684
signum0.13_minSize5,blue1,1,-0.0166944623649289
signum0.13_minSize5,brown3,1,-0.0237021704534762
signum0.13_minSize5,deeppink2,1,-0.00525063287826268
signum0.13_minSize5,purple2,1,-0.0270701894247298
signum0.13_minSize5,lightcyan3,1,0.00931873859852255
signum0.13_minSize5,ivory2,1,-0.145642416195513
signum0.13_minSize5,tan2,1,-0.114647613306587
signum0.13_minSize5,royalblue2,1,-0.0638931145314858
signum0.13_minSize5,gold2,1,-0.106262409172878
signum0.13_minSize5,paleturquoise4,1,-0.107983123762566
signum0.13_minSize5,yellow,0.14776187561221,0.0018795955031817
signum0.13_minSize5,darkorange3,1,0.0167728869784215
signum0.13_minSize5,cadetblue4,1,0.189914585823951
signum0.13_minSize5,azure1,1,-0.0510346382469088
signum0.13_minSize5,darkorange1,1,0.0978643543689725
signum0.13_minSize5,mistyrose4,1,-0.038571237062287
signum0.13_minSize5,paleturquoise2,1,-0.0212775922457614
signum0.13_minSize5,darkred,1,0.161841827898701
signum0.13_minSize5,steelblue2,1,-0.0021155966852704
signum0.13_minSize5,tomato1,1,-0.0656658783360054
signum0.13_minSize5,darkgrey,1,0.0316746032731144
signum0.13_minSize5,magenta1,1,-0.00466236313506971
signum0.13_minSize5,seagreen2,1,-0.169431463866384
signum0.13_minSize5,lightpink,1,0.212181274267589
signum0.13_minSize5,lavender,1,0.0114082435873818
signum0.13_minSize5,grey60,2.5082752152068e-06,0.643242068175131
signum0.13_minSize5,palevioletred4,1,0.14820093644318
signum0.13_minSize5,gray15,1,-0.105310034651998
signum0.13_minSize5,navy,1,0.0634264759143728
signum0.13_minSize5,green2,1,-0.181170793276686
signum0.13_minSize5,maroon1,1,0.143797610144099
signum0.13_minSize5,darkseagreen,1,0.212085322473693
signum0.13_minSize5,lightsalmon,1,-0.0438305598006447
signum0.13_minSize5,lavenderblush4,1,0.0779217905557229
signum0.13_minSize5,gray49,1,-0.0548809502695695
signum0.13_minSize5,chocolate2,1,0.119789949578697
signum0.13_minSize5,antiquewhite,1,-0.028864406410907
signum0.13_minSize5,honeydew2,1,0.483280807132824
signum0.13_minSize5,deeppink3,1,0.142400532050993
signum0.13_minSize5,cornsilk1,1,-0.0708161382950128
signum0.13_minSize5,cornsilk,1,-0.0872279883117114
signum0.13_minSize5,azure2,1,0.116981301957021
signum0.13_minSize5,cadetblue3,1,-0.238607310128617
signum0.13_minSize5,goldenrod4,1,-0.0963288815242411
signum0.13_minSize5,gold4,1,0.032684689712924
signum0.13_minSize5,lightsteelblue1,1,0.187116843186677
signum0.13_minSize5,seagreen1,1,0.130770489502439
signum0.13_minSize5,navajowhite4,1,-0.0210220220557757
signum0.13_minSize5,slateblue2,1,-0.137440648694584
signum0.13_minSize5,lightyellow,1,0.0322802204795381
signum0.13_minSize5,yellow1,1,-0.00671734086698485
signum0.13_minSize5,snow1,1,0.0669297591071437
signum0.13_minSize5,purple1,1,-0.0713820088388855
signum0.13_minSize5,orchid2,1,0.209423335805241
signum0.13_minSize5,mediumseagreen,1,0.0645603098331267
signum0.13_minSize5,cyan1,1,0.00930164416835385
signum0.13_minSize5,lightsteelblue2,1,-0.00273199568862605
signum0.13_minSize5,lightcyan2,1,0.0413061854099831
signum0.13_minSize5,wheat3,1,-0.0470951154448528
signum0.13_minSize5,sienna,1,0.0100184195767835
signum0.13_minSize5,ivory1,2.78694590014425e-07,0.517671452087974
signum0.13_minSize5,gold1,1,-0.0220510345314612
signum0.13_minSize5,pink1,1,-0.0281126498388104
signum0.13_minSize5,orange3,1,0.0580537129057745
signum0.13_minSize5,darkgray,1,-0.230799803912815
signum0.13_minSize5,mediumorchid1,1,-0.0325624680929427
signum0.13_minSize5,darkslategray,1,0.088933950500119
signum0.13_minSize5,mediumorchid3,1,-0.147736913410947
signum0.13_minSize5,lightskyblue2,1,0.0183852492234765
signum0.13_minSize5,darkslategray1,1,-0.0513671166438295
signum0.13_minSize5,darkslategray2,1,-0.132736747996422
signum0.13_minSize5,darkslategray3,1,0.0513221889213911
signum0.13_minSize5,lightblue1,1,-0.278918907738777
signum0.13_minSize5,darkslategray4,1,-0.0149609089127929
signum0.13_minSize5,darkslategrey,1,0.154372108652365
signum0.13_minSize5,indianred,1,0.0213505392809745
signum0.13_minSize5,dodgerblue4,1,-0.147911739254425
signum0.13_minSize5,darkgoldenrod3,1,0.0331007614523649
signum0.13_minSize5,dimgray,1,-0.0468170351345654
signum0.13_minSize5,dimgrey,1,0.0664582302798612
signum0.13_minSize5,blanchedalmond,1,-0.0495777612136347
signum0.13_minSize5,burlywood,1,-0.068644264354068
signum0.13_minSize5,deepskyblue,1,0.068128704923416
signum0.13_minSize5,gray,1,-0.262826678045457
signum0.13_minSize5,red1,1,0.00456270961036685
signum0.13_minSize5,gray0,1,0.113934222810665
signum0.13_minSize5,gray1,1,0.264028335344422
signum0.13_minSize5,darkorange,1,-0.128620155599523
signum0.13_minSize5,tomato4,1,-0.138749250577959
signum0.13_minSize5,tan1,1,0.2507917167822
signum0.13_minSize5,gray2,1,-0.0558815416600381
signum0.13_minSize5,gray3,1,-0.0726696554823639
signum0.13_minSize5,rosybrown4,1,-0.0294240769532724
signum0.13_minSize5,gray4,1,-0.195382470774891
signum0.13_minSize5,gray5,1,-0.221986695858314
signum0.13_minSize5,salmon,9.37369487617817e-12,0.681487323737148
signum0.13_minSize5,gray6,1,-0.00846406177379766
signum0.13_minSize5,white,1,0.211031850348774
signum0.13_minSize5,magenta,1,-0.0571559679512616
signum0.13_minSize5,gray7,1,-0.288541434441328
signum0.13_minSize5,gray8,1,-0.0226678961298175
signum0.13_minSize5,mistyrose3,1,0.0609829447094149
signum0.13_minSize5,gray72,1,-0.079638936216814
signum0.13_minSize5,gray9,1,-0.138991781688481
signum0.13_minSize5,skyblue,1,0.579890516501173
signum0.13_minSize5,gray10,1,-0.157632002486413
signum0.13_minSize5,gray11,1,-0.0216015484705919
signum0.13_minSize5,linen,1,0.0958320399058013
signum0.13_minSize5,gray12,1,0.167846723677957
signum0.13_minSize5,lightgoldenrodyellow,1,-0.0561982074622051
signum0.13_minSize5,gray13,1,-0.0414617895523833
signum0.13_minSize5,khaki4,1,-0.0198457581646417
signum0.13_minSize5,gray14,1,-0.129780610351922
signum0.13_minSize5,lightcyan1,1,0.0427434323143839
signum0.13_minSize5,red,1,-0.21005809882207
signum0.13_minSize5,midnightblue,1,-0.144614695269196
signum0.13_minSize5,green1,1,-0.040928555360855
signum0.13_minSize5,floralwhite,1,-0.193997244035252
signum0.13_minSize5,darksalmon,1,0.128271781389182
signum0.13_minSize5,gray17,1,0.0381572202932084
signum0.13_minSize5,ivory,1,0.00182416970456489
signum0.13_minSize5,chocolate1,1,0.32075792604323
signum0.13_minSize5,gray18,1,0.0380113220762232
signum0.13_minSize5,gray19,1,-0.0486477864510844
signum0.13_minSize5,gray20,0.0271768651843259,0.118443157238537
signum0.13_minSize5,gray21,1,-0.10673335397817
signum0.13_minSize5,green,1,-0.139952611501271
signum0.13_minSize5,antiquewhite3,1,0.074153207840125
signum0.13_minSize5,cornsilk2,1,-0.181219454117923
signum0.13_minSize5,gray22,1,0.11220542878618
signum0.13_minSize5,gray23,1,0.110350502698771
signum0.13_minSize5,oldlace,1,-0.0470525836678259
signum0.13_minSize5,slateblue3,1,0.153169689845157
signum0.13_minSize5,cyan,1,-0.123905703443794
signum0.13_minSize5,royalblue,1,-0.0784700798555882
signum0.13_minSize5,gray24,1,-0.0969077725610671
signum0.13_minSize5,gray57,1,-0.0530221465851625
signum0.13_minSize5,gray25,1,0.0160821847610654
signum0.13_minSize5,wheat1,1,-0.0410611699543521
signum0.13_minSize5,gray27,1,-0.159725931333019
signum0.13_minSize5,seashell4,1,0.0967801506331077
signum0.13_minSize5,gray28,1,-0.00777130435405783
signum0.13_minSize5,peru,1,-0.285748114402425
signum0.13_minSize5,orange2,1,0.0578054151809431
signum0.13_minSize5,gray30,1,0.14168047491904
signum0.13_minSize5,mediumorchid2,1,-0.112931024530046
signum0.13_minSize5,gray31,1,-0.265453057174761
signum0.13_minSize5,lightskyblue1,1,0.147031257005409
signum0.13_minSize5,lightblue,1,0.0192165504241145
signum0.13_minSize5,gray32,1,0.0631238106220629
signum0.13_minSize5,gray33,1,0.168403602132171
signum0.13_minSize5,gray34,1,-0.0999562614975489
signum0.13_minSize5,gray35,1,0.0606819911789656
signum0.13_minSize5,gray36,1,0.163235265938551
signum0.13_minSize5,hotpink4,1,-0.00143052545508104
signum0.13_minSize5,dodgerblue3,1,0.0439816899895772
signum0.13_minSize5,darkorange2,1,0.0254788361025593
signum0.13_minSize5,darkgoldenrod1,0.0325236413928908,0.119388238546151
signum0.13_minSize5,gray37,1,0.361594057745481
signum0.13_minSize5,gray38,1,-0.113264529869293
signum0.13_minSize5,brown4,1,0.115943075790448
signum0.13_minSize5,bisque3,1,-0.1118385999065
signum0.13_minSize5,burlywood1,1,-0.000188371000183163
signum0.13_minSize5,deepskyblue4,1,0.00880267113809645
signum0.13_minSize5,gray39,1,0.362921120243586
signum0.13_minSize5,gray40,1,-0.0131206157504199
signum0.13_minSize5,red4,1,0.00761116320134806
signum0.13_minSize5,turquoise2,1,0.0796691938672761
signum0.13_minSize5,gray41,1,-0.146331406133561
signum0.13_minSize5,steelblue4,1,0.151514027279507
signum0.13_minSize5,gray42,1,-0.0416581640623035
signum0.13_minSize5,rosybrown3,1,-0.0126297390285891
signum0.13_minSize5,gray56,1,0.0711204134541459
signum0.13_minSize5,gray43,1,-0.0936283194387065
signum0.13_minSize5,bisque4,1,0.117544830629744
signum0.13_minSize5,gray44,1,0.0115845421796719
signum0.13_minSize5,gray45,1,0.187182490666771
signum0.13_minSize5,gray46,1,-0.240209223135353
signum0.13_minSize5,paleturquoise1,1,-0.0235101639950832
signum0.13_minSize5,gray47,1,0.0600172106466189
signum0.13_minSize5,mistyrose2,1,0.0510594749844524
signum0.13_minSize5,limegreen,1,0.0399794037993389
signum0.13_minSize5,darkgreen,1,-0.0356163126793021
signum0.13_minSize5,gray48,1,0.165242189196995
signum0.13_minSize5,darkslateblue,1,0.0268219265934545
signum0.13_minSize5,gray50,1,-0.175352677750795
signum0.13_minSize5,lightgoldenrod4,1,0.105779389607489
signum0.13_minSize5,khaki3,1,-0.0451945591248266
signum0.13_minSize5,gray51,1,0.0370511169565609
signum0.13_minSize5,plum2,1,-0.103333025360914
signum0.13_minSize5,gray52,1,0.0389840230039686
signum0.13_minSize5,gray53,1,-0.138330172977587
signum0.13_minSize5,gray54,1,0.142339221448033
signum0.13_minSize5,gray55,1,-0.0943712106889541
signum0.13_minSize5,darkorchid4,1,0.04050286829957
signum0.13_minSize5,gray58,1,-0.0263145130505599
signum0.13_minSize5,chocolate,1,0.0878308483088466
signum0.13_minSize5,aquamarine,1,0.175553678469299
signum0.13_minSize5,gray59,1,0.222555861836322
signum0.13_minSize5,orange1,1,-0.0182660649935458
signum0.13_minSize5,gray60,1,0.342179893086123
signum0.13_minSize5,slateblue4,1,0.162033039460343
signum0.13_minSize5,gray61,1,-0.0979154173363559
signum0.13_minSize5,thistle2,1,0.19653603626514
signum0.13_minSize5,gray62,1,-0.00788001453298137
signum0.13_minSize5,gray63,1,0.380398859988331
signum0.13_minSize5,gray64,1,0.191080022667969
signum0.13_minSize5,violetred4,1,-0.114710433336613
signum0.13_minSize5,gray65,1,-0.0371142590176989
signum0.13_minSize5,gray66,1,-0.0387708409153707
signum0.13_minSize5,seashell3,1,-0.156972061197953
signum0.13_minSize5,gray68,1,-0.0839235369255894
signum0.13_minSize5,gray69,0.0271768651843259,0.437265051857485
signum0.13_minSize5,gray70,1,-0.0885193151584582
signum0.13_minSize5,gray71,1,-0.0603698221852885
signum0.13_minSize5,gray73,1,0.245472077139355
signum0.13_minSize5,gray74,1,-0.0588389216058846
signum0.13_minSize5,gray75,1,-0.142175895600517
signum0.13_minSize5,gray76,1,-0.0162280073738596
signum0.13_minSize5,gray77,1,-0.120857310359665
signum0.13_minSize5,peachpuff4,1,-0.0920012602390355
signum0.13_minSize5,gray78,1,-0.0444772272180072
signum0.13_minSize5,gray79,1,-0.00385642422871838
signum0.13_minSize5,gray80,1,-0.0742115142075113
signum0.13_minSize5,gray81,1,-0.0384739810848505
signum0.13_minSize5,olivedrab4,1,-0.133740217242164
signum0.13_minSize5,gray82,1,-0.0874553094066391
signum0.13_minSize5,gray83,1,0.0282939458228678
signum0.13_minSize5,gray84,1,0.108087141556903
signum0.13_minSize5,gray85,1,0.0502242252364716
signum0.13_minSize5,gray86,1,0.0320258785064653
signum0.13_minSize5,gray87,1,0.0172838274337773
signum0.13_minSize5,gray88,1,0.128065040621455
signum0.13_minSize5,gray89,1,0.25732826866558
signum0.13_minSize5,purple,1,0.0518463357049181
signum0.13_minSize5,gray90,1,-0.0851007484171798
signum0.13_minSize5,lightskyblue,1,0.132751914612035
signum0.13_minSize5,gray91,1,-0.190080613591396
signum0.13_minSize5,gray92,1,-0.0485038861211022
signum0.13_minSize5,gray93,1,-0.0101606467847971
signum0.13_minSize5,gray94,1,0.0341300917921609
signum0.13_minSize5,lemonchiffon4,1,-0.03027969013937
signum0.13_minSize8,blue,7.2626491910537e-78,0.87579085106352
signum0.13_minSize8,brown,0.209570563152838,-0.0266519109833825
signum0.13_minSize8,turquoise,1,-0.00463752168708179
signum0.13_minSize8,black,1,0.0129468203166586
signum0.13_minSize8,darkturquoise,1,-0.057744649123698
signum0.13_minSize8,greenyellow,1,0.622213950357931
signum0.13_minSize8,purple,1,0.0518463357049181
signum0.13_minSize8,lightcyan,1,-0.23308130677466
signum0.13_minSize8,tan,1,0.0199555044887312
signum0.13_minSize8,lightgreen,0.123928910525194,0.0361810150868903
signum0.13_minSize8,red,1,-0.21005809882207
signum0.13_minSize8,magenta,1,-0.0571559679512616
signum0.13_minSize8,grey60,1.31803992154336e-06,0.643242068175131
signum0.13_minSize8,midnightblue,1,-0.144614695269196
signum0.13_minSize8,lightyellow,1,0.0322802204795381
signum0.13_minSize8,darkgrey,1,0.0316746032731144
signum0.13_minSize8,darkgreen,1,-0.0356163126793021
signum0.13_minSize8,pink,1.46584073450422e-22,0.800156714209075
signum0.13_minSize8,orange,1,-0.068948207440306
signum0.13_minSize8,cyan,1,-0.123905703443794
signum0.13_minSize8,yellow,0.184563391946782,0.0018795955031817
signum0.13_minSize8,salmon,2.25390164509313e-11,0.681487323737148
signum0.13_minSize8,darkred,0.109312917273329,0.161841827898701
signum0.13_minSize8,royalblue,1,-0.0784700798555882
signum0.13_minSize8,white,1,0.211031850348774
signum0.13_minSize8,darkorange,1,-0.128620155599523
signum0.13_minSize8,skyblue,1,0.579890516501173
signum0.13_minSize8,green,1,-0.139952611501271
signum0.167_minSize10,turquoise,3.40949002660659e-90,0.880667778298284
signum0.167_minSize10,blue,0.096997246914969,-0.0154804002548306
signum0.167_minSize10,brown,1,0.0100590082853544
signum0.167_minSize10,magenta,1,0.622213950357931
signum0.167_minSize10,pink,1,0.0518463357049181
signum0.167_minSize10,black,1,-0.0571559679512616
signum0.167_minSize10,yellow,0.0275703560630779,-0.0943377008191784
signum0.167_minSize10,green,1,-0.123480424083524
signum0.167_minSize10,red,1.36329861522139e-31,0.800156714209075
signum0.167_minSize10,purple,1,-0.1350846615385
signum0.167_minSize12,turquoise,9.03110215133845e-86,0.861326671229815
signum0.167_minSize12,blue,0.286637959511284,-0.0616497538808481
signum0.167_minSize12,green,1,0.0048933499605458
signum0.167_minSize12,red,1.42404742265563e-30,0.800156714209075
signum0.167_minSize12,pink,1,0.0518463357049181
signum0.167_minSize12,black,1,-0.0571559679512616
signum0.167_minSize12,brown,0.0275703560630779,-0.0943377008191784
signum0.167_minSize12,yellow,1,-0.123480424083524
signum0.167_minSize15,turquoise,1.2959659755258e-106,0.861326671229815
signum0.167_minSize15,blue,0.00234051029158806,-0.0943377008191784
signum0.167_minSize15,brown,1,-0.123480424083524
signum0.167_minSize5,blue,1.54292973886314e-60,0.880667778298284
signum0.167_minSize5,brown,0.101388860070548,-0.0266519109833825
signum0.167_minSize5,palevioletred2,1,-0.0464531921725531
signum0.167_minSize5,turquoise,1,-0.00463752168708179
signum0.167_minSize5,navajowhite1,1,0.246481056753733
signum0.167_minSize5,magenta4,1,0.0385247785046076
signum0.167_minSize5,darkorange,1,-0.000264346196136398
signum0.167_minSize5,lightpink3,1,-0.0354958312270684
signum0.167_minSize5,lavenderblush2,1,-0.00428371408248747
signum0.167_minSize5,honeydew,1,-0.0913341922042981
signum0.167_minSize5,darkseagreen3,1,0.00151869457239033
signum0.167_minSize5,magenta,1,0.622213950357931
signum0.167_minSize5,coral,1,0.351938638364785
signum0.167_minSize5,antiquewhite2,1,0.0196989630959505
signum0.167_minSize5,white,1,-0.0114763653423822
signum0.167_minSize5,coral3,1,-0.135572639800454
signum0.167_minSize5,mediumpurple4,1,-0.0944850028159977
signum0.167_minSize5,khaki4,1,-0.105310034651998
signum0.167_minSize5,skyblue4,1,-0.00757230479193003
signum0.167_minSize5,skyblue,1,-0.203779899959864
signum0.167_minSize5,saddlebrown,1,0.252118135670181
signum0.167_minSize5,yellow3,1,0.0375869666399781
signum0.167_minSize5,orangered,1,-0.105776791746527
signum0.167_minSize5,sienna4,0.0325236413928908,0.269219225426604
signum0.167_minSize5,pink4,1,0.0270239947101946
signum0.167_minSize5,orangered1,1,-0.0282232908183002
signum0.167_minSize5,steelblue,1,0.0870673741599506
signum0.167_minSize5,mediumpurple1,1,-0.158948851367384
signum0.167_minSize5,lightslateblue,1,0.12928365209647
signum0.167_minSize5,lightblue4,1,0.0194455894113293
signum0.167_minSize5,paleturquoise,1,-0.0241261491239876
signum0.167_minSize5,violet,1,-0.122273609640097
signum0.167_minSize5,sienna2,1,-0.149606753925614
signum0.167_minSize5,wheat1,1,-0.219222576691838
signum0.167_minSize5,indianred3,1,-0.186823531647182
signum0.167_minSize5,firebrick3,1,-0.108223461492107
signum0.167_minSize5,darkolivegreen2,1,0.00891104745659892
signum0.167_minSize5,purple,1,0.00384703255204373
signum0.167_minSize5,blueviolet,1,-0.148252161179203
signum0.167_minSize5,blue4,1,0.255654410507943
signum0.167_minSize5,deeppink,1,-0.0318766758632181
signum0.167_minSize5,plum4,1,-0.137056727844494
signum0.167_minSize5,thistle4,1,-0.0919561779302323
signum0.167_minSize5,lightgreen,1,0.0619493411699046
signum0.167_minSize5,tan4,1,0.0331734416709015
signum0.167_minSize5,ivory,1,-0.0684658105418064
signum0.167_minSize5,darkolivegreen,1,-0.0722977423233097
signum0.167_minSize5,lightcoral,1,0.0578054151809431
signum0.167_minSize5,salmon1,1,0.0223706615701283
signum0.167_minSize5,palevioletred1,1,-0.115986363687581
signum0.167_minSize5,navajowhite,1,0.114832878736147
signum0.167_minSize5,thistle3,1,0.00930164416835385
signum0.167_minSize5,magenta3,1,0.0467525664550119
signum0.167_minSize5,lightyellow,1,-0.165892507493887
signum0.167_minSize5,darkmagenta,1,0.0272854126676683
signum0.167_minSize5,sienna3,1,0.140481455356793
signum0.167_minSize5,lightpink2,1,0.046313737113328
signum0.167_minSize5,palevioletred3,1,0.0410041858360246
signum0.167_minSize5,orange,1,0.52985935961654
signum0.167_minSize5,lavenderblush1,1,0.00767532907903669
signum0.167_minSize5,green4,1,0.134598184406124
signum0.167_minSize5,darkseagreen2,1,-0.181870768205136
signum0.167_minSize5,chocolate4,1,0.0416328610687057
signum0.167_minSize5,antiquewhite1,1,0.0242307497325692
signum0.167_minSize5,coral4,1,-0.211219102169944
signum0.167_minSize5,mistyrose,1,-0.0564369349503817
signum0.167_minSize5,yellowgreen,1,-0.107022653865902
signum0.167_minSize5,skyblue3,1,-0.0282861650717933
signum0.167_minSize5,slateblue,1,-0.224950901054647
signum0.167_minSize5,yellow2,1,0.00842229527270404
signum0.167_minSize5,deeppink1,1,0.0108478286162285
signum0.167_minSize5,pink3,1,-0.00344029255014745
signum0.167_minSize5,mediumpurple,1,-0.0458587574476225
signum0.167_minSize5,lightskyblue4,1,0.465241844760337
signum0.167_minSize5,lightblue3,1,-0.037359084537523
signum0.167_minSize5,plum1,1,0.0628176713029802
signum0.167_minSize5,indianred2,1,0.029509509960818
signum0.167_minSize5,orangered4,1,0.203726999791745
signum0.167_minSize5,firebrick2,1,0.131615161462655
signum0.167_minSize5,mediumpurple3,1,-0.175686339039782
signum0.167_minSize5,darkolivegreen1,1,-0.0694476794467988
signum0.167_minSize5,blue3,1,0.107526320157777
signum0.167_minSize5,green1,1,0.0286844190957505
signum0.167_minSize5,lightsteelblue1,1,0.215581054125601
signum0.167_minSize5,brown1,1,-0.0465620869626943
signum0.167_minSize5,lightcyan1,1,-0.0957444935345284
signum0.167_minSize5,powderblue,1,0.0270190874504531
signum0.167_minSize5,tomato,1,-0.2721240538492
signum0.167_minSize5,tan3,1,-0.236822709714244
signum0.167_minSize5,floralwhite,1,0.465458260401155
signum0.167_minSize5,royalblue3,1,-0.125357550868821
signum0.167_minSize5,palevioletred,1,-0.000870028366752946
signum0.167_minSize5,moccasin,1,-0.00515751353354503
signum0.167_minSize5,darkorange2,1,-0.00906625758684134
signum0.167_minSize5,brown4,0.037841257509649,0.29861200430948
signum0.167_minSize5,bisque4,1,0.221613866509561
signum0.167_minSize5,magenta2,1,-0.199487905128109
signum0.167_minSize5,lightpink1,1,0.0880582602415473
signum0.167_minSize5,darkslateblue,1,-0.0738436245702273
signum0.167_minSize5,plum2,1,-0.207372959024802
signum0.167_minSize5,thistle2,1,-0.129452993148929
signum0.167_minSize5,lavenderblush,1,0.137657275043562
signum0.167_minSize5,skyblue2,1,-0.0500268381945353
signum0.167_minSize5,green3,1,-0.025264822676308
signum0.167_minSize5,thistle1,1,0.0155619086010199
signum0.167_minSize5,darkseagreen1,1,0.0711787531721108
signum0.167_minSize5,chocolate3,1,-0.0519836008368352
signum0.167_minSize5,aliceblue,1,0.0691072437260864
signum0.167_minSize5,cornflowerblue,1,-0.110061743654537
signum0.167_minSize5,navajowhite3,1,0.061905680967748
signum0.167_minSize5,slateblue1,1,-0.0703778122085426
signum0.167_minSize5,red,3.56953833150983e-20,0.800156714209075
signum0.167_minSize5,whitesmoke,1,-0.0944798758669758
signum0.167_minSize5,sienna1,1,0.0314173174311279
signum0.167_minSize5,pink2,1,-0.0456858344338051
signum0.167_minSize5,orange4,1,0.0153493100490699
signum0.167_minSize5,mediumorchid4,1,0.0682485061264152
signum0.167_minSize5,lightskyblue3,1,0.126052551270837
signum0.167_minSize5,red4,1,0.0389840230039686
signum0.167_minSize5,salmon4,1,-0.0526990023370521
signum0.167_minSize5,lightblue2,1,0.159626847305357
signum0.167_minSize5,indianred1,1,-0.0179221394779097
signum0.167_minSize5,firebrick,1,0.101580118068284
signum0.167_minSize5,darkgoldenrod4,1,0.00551253647991659
signum0.167_minSize5,blue1,1,-0.134119674800152
signum0.167_minSize5,brown3,1,-0.0739140801721135
signum0.167_minSize5,deeppink2,1,-0.0702819590709595
signum0.167_minSize5,purple2,1,-0.109383991466691
signum0.167_minSize5,cyan,1,-0.068948207440306
signum0.167_minSize5,tomato2,1,0.0635081863751694
signum0.167_minSize5,tan2,1,-0.173692284078684
signum0.167_minSize5,navajowhite2,1,-0.0237021704534762
signum0.167_minSize5,royalblue2,1,-0.145642416195513
signum0.167_minSize5,maroon,1,-0.114647613306587
signum0.167_minSize5,chocolate1,1,-0.0486477864510844
signum0.167_minSize5,yellow,1,-0.0943377008191784
signum0.167_minSize5,paleturquoise4,1,0.189914585823951
signum0.167_minSize5,mistyrose4,1,0.0978643543689725
signum0.167_minSize5,tan,0.094454998612149,0.161841827898701
signum0.167_minSize5,magenta1,1,-0.0021155966852704
signum0.167_minSize5,lightpink,1,-0.0656658783360054
signum0.167_minSize5,lavender,1,-0.169431463866384
signum0.167_minSize5,lightpink4,1,0.212181274267589
signum0.167_minSize5,lavenderblush3,7.02751711493739e-05,0.363066839293688
signum0.167_minSize5,green2,1,0.14820093644318
signum0.167_minSize5,mediumorchid2,1,0.361594057745481
signum0.167_minSize5,honeydew1,1,0.212085322473693
signum0.167_minSize5,darkseagreen,1,0.483280807132824
